artTitle,artDate,artTime,artUrl,word,count
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,國父,2
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,今天,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,中國,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,十一,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,長假,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,第一天,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,看到,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,這幕,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,令人,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,淚流滿面,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,沒想到,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,對岸,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,記得,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,孫中山,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,先生,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,革命,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,貢獻,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,反觀,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,台灣,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,中華民國,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,國慶,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,肖像,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,國旗,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,消失,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,有沒有,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,這方面,1
[問卦]中國天安門廣場舉起孫中山巨型肖像的掛,2018/09/30,23:21:15,https://www.ptt.cc/bbs/Gossiping/M.1538378838.A.281.html,八卦,1
[問卦]中山區的男生都很愛乾淨？,2018/10/01,01:52:06,https://www.ptt.cc/bbs/Gossiping/M.1538387890.A.774.html,小弟,1
[問卦]中山區的男生都很愛乾淨？,2018/10/01,01:52:06,https://www.ptt.cc/bbs/Gossiping/M.1538387890.A.774.html,有時候,1
[問卦]中山區的男生都很愛乾淨？,2018/10/01,01:52:06,https://www.ptt.cc/bbs/Gossiping/M.1538387890.A.774.html,山區,1
[問卦]中山區的男生都很愛乾淨？,2018/10/01,01:52:06,https://www.ptt.cc/bbs/Gossiping/M.1538387890.A.774.html,路過,1
[問卦]中山區的男生都很愛乾淨？,2018/10/01,01:52:06,https://www.ptt.cc/bbs/Gossiping/M.1538387890.A.774.html,男性,1
[問卦]中山區的男生都很愛乾淨？,2018/10/01,01:52:06,https://www.ptt.cc/bbs/Gossiping/M.1538387890.A.774.html,很多,1
[問卦]中山區的男生都很愛乾淨？,2018/10/01,01:52:06,https://www.ptt.cc/bbs/Gossiping/M.1538387890.A.774.html,是剛,1
[問卦]中山區的男生都很愛乾淨？,2018/10/01,01:52:06,https://www.ptt.cc/bbs/Gossiping/M.1538387890.A.774.html,洗完,1
[問卦]中山區的男生都很愛乾淨？,2018/10/01,01:52:06,https://www.ptt.cc/bbs/Gossiping/M.1538387890.A.774.html,味道,1
[問卦]中山區的男生都很愛乾淨？,2018/10/01,01:52:06,https://www.ptt.cc/bbs/Gossiping/M.1538387890.A.774.html,乾淨,1
[問卦]中山區的男生都很愛乾淨？,2018/10/01,01:52:06,https://www.ptt.cc/bbs/Gossiping/M.1538387890.A.774.html,有沒有,1
[問卦]中山區的男生都很愛乾淨？,2018/10/01,01:52:06,https://www.ptt.cc/bbs/Gossiping/M.1538387890.A.774.html,八卦,1
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,太陽能,9
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,離職,7
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,員工,7
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,公司,6
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,台灣,5
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,合併,4
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,工程師,4
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,內部,4
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,產業,4
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,完整,3
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,正式,3
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,三節,3
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,獎金,3
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,大廠,2
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,新聞,2
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,集體,2
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,照片,2
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,令人,2
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,中國,2
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,表示,2
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,工作,2
[新聞]太陽能3大廠正式合併　工程師PO百人搶離,2018/10/01,04:26:01,https://www.ptt.cc/bbs/Gossiping/M.1538397125.A.443.html,至少,2
